flightTime,flightMode,stateShiranui3,stateBuzzer,pressure,temperature,altitude,descentCount,accelerationX,accelerationY,accelerationZ,gyroX,gyroY,gyroZ,yaw,pitch,roll,voltage33,voltage5,voltage12
10.20,4,1,0,97355.13,20.56,413.05,0,-0.26,-0.10,-0.23,20.98,-0.98,20.43,245.88,-2.58,-23.44,3.30,4.87,11.52
10.22,4,1,0,97261.95,20.56,418.16,0,-0.04,0.03,-0.25,19.76,-2.80,20.61,246.09,-2.49,-23.36,3.30,4.86,11.26
10.24,4,1,0,97149.84,20.55,428.69,0,0.07,0.07,-0.13,17.44,2.62,22.99,246.29,-2.48,-23.18,3.30,4.87,11.41
10.26,4,1,0,97061.84,20.55,435.37,0,0.00,0.12,-0.32,16.95,2.68,24.70,246.50,-2.39,-23.07,3.30,4.87,11.39
10.28,4,1,0,97023.02,20.55,438.71,0,-0.13,0.05,-0.23,18.23,-1.22,27.32,246.76,-2.19,-22.93,3.30,4.87,11.38
10.31,4,1,0,97004.91,20.55,440.27,0,0.04,-0.04,-0.20,19.63,-3.90,29.15,247.05,-2.16,-22.85,3.30,4.87,11.34
10.33,4,1,0,96910.06,20.54,448.44,0,0.01,0.07,-0.25,19.39,-3.23,28.11,247.33,-2.12,-22.74,3.30,4.87,11.67
10.35,4,1,0,96908.20,20.56,448.60,0,-0.03,0.05,-0.24,16.89,-3.11,29.45,247.61,-1.99,-22.68,3.30,4.87,11.62
10.37,4,1,0,96872.92,20.55,450.52,0,0.02,0.18,-0.05,18.05,-4.15,39.09,247.99,-1.90,-22.41,3.30,4.87,11.68
10.39,4,1,0,96834.09,20.55,454.98,0,0.23,0.20,-0.30,12.80,0.61,40.61,248.36,-1.84,-22.26,3.30,4.87,11.68
10.41,4,1,0,96842.66,20.56,454.91,0,0.20,0.19,-0.38,11.77,2.68,39.09,248.71,-1.78,-22.14,3.30,4.87,11.59
10.43,4,1,0,96767.61,20.56,460.72,0,0.05,0.32,-0.17,14.39,2.44,46.46,249.13,-1.61,-21.91,3.30,4.87,11.67
10.45,4,1,0,96734.92,20.55,443.46,1,-0.23,0.14,0.20,8.90,-0.61,50.06,249.59,-1.34,-21.77,3.30,4.87,11.41
10.47,4,1,0,96892.67,20.56,449.93,0,-0.10,0.08,-0.45,7.50,-6.22,55.67,250.14,-1.12,-21.78,3.30,4.87,11.44
10.49,4,1,0,96941.13,20.54,448.21,1,0.19,-0.11,-0.14,7.93,0.79,62.20,250.71,-0.97,-21.79,3.30,4.86,11.65
10.52,4,1,0,97007.50,20.55,440.04,2,-0.20,-0.10,-0.21,7.32,-0.67,55.67,251.23,-0.68,-21.79,3.30,4.86,11.68
10.54,4,1,0,96967.00,20.54,447.32,0,0.15,0.03,-0.25,9.39,-3.17,48.54,251.70,-0.63,-21.75,3.30,4.87,11.63
10.56,4,1,0,96891.95,20.54,450.00,0,0.20,0.42,-0.33,10.30,-1.59,33.96,252.02,-0.59,-21.57,3.30,4.87,11.63
10.58,4,1,0,96844.45,20.55,452.30,0,0.18,0.21,-0.24,9.76,-4.02,17.50,252.19,-0.65,-21.42,3.30,4.86,11.57
10.60,4,1,0,96863.48,20.54,452.45,0,0.14,0.17,-0.26,6.16,-4.09,5.12,252.26,-0.77,-21.32,3.30,4.86,11.65
10.62,4,1,0,96868.66,20.54,452.00,0,0.12,0.15,-0.38,7.26,0.79,-0.18,252.25,-0.87,-21.25,3.30,4.87,11.60
10.64,4,1,0,96889.36,20.54,450.22,1,-0.10,0.15,-0.38,-2.74,4.21,-5.67,252.18,-0.75,-21.27,3.30,4.87,11.36
10.66,4,1,0,96859.14,20.55,452.82,0,0.21,-0.07,-0.22,2.38,7.68,-6.10,252.10,-0.80,-21.31,3.30,4.87,11.63
10.68,4,1,0,96857.50,20.54,452.96,0,0.01,-0.05,-0.12,10.98,3.23,-12.38,251.97,-0.82,-21.31,3.30,4.86,11.46
10.71,4,1,0,96873.83,20.54,451.56,0,-0.01,0.05,-0.31,5.49,-1.04,-11.95,251.87,-0.87,-21.36,3.30,4.87,11.39
10.73,4,1,0,96886.88,20.53,450.43,1,0.13,0.07,-0.42,8.54,0.24,-17.32,251.71,-1.03,-21.34,3.30,4.87,11.41
10.75,4,1,0,96886.05,20.52,450.50,2,-0.34,1.79,-0.91,18.35,-16.46,-75.12,251.06,-1.43,-21.04,3.30,4.86,11.28
10.77,4,1,0,96887.83,20.52,450.35,3,-0.57,0.60,1.76,83.54,-58.17,-155.43,249.81,-2.47,-20.07,3.30,4.87,11.50
10.80,4,1,0,96931.72,20.53,446.57,4,-2.03,1.50,2.04,38.90,-20.73,-167.93,248.29,-3.16,-19.52,3.30,4.87,11.44
10.82,4,1,0,96894.64,20.53,449.76,5,-2.65,0.67,0.34,13.23,-3.05,-170.49,246.69,-3.64,-19.27,3.29,4.87,11.49
10.84,4,1,0,96899.94,20.51,449.31,6,-2.11,0.29,-0.06,-5.79,11.40,-167.68,245.07,-3.98,-19.20,3.30,4.86,11.49
10.86,4,1,0,96909.34,20.52,448.50,7,-0.55,0.16,-0.09,-16.77,25.49,-208.90,243.00,-4.31,-19.20,3.30,4.87,11.60
10.88,4,1,0,96892.17,20.51,449.98,0,1.10,-0.19,-0.98,-5.55,18.11,-242.80,240.65,-5.04,-19.10,3.30,4.87,11.57
10.90,4,1,0,96949.11,20.51,445.07,1,1.40,0.45,-1.16,-5.18,17.01,-282.50,237.91,-5.92,-18.89,3.30,4.88,11.68
10.92,4,1,0,96958.63,20.51,444.25,2,3.23,-0.32,-2.67,-17.01,59.39,-352.26,234.36,-6.60,-18.71,3.30,4.87,11.63
10.94,4,1,0,96958.63,20.51,444.25,3,1.27,0.39,-0.80,-46.83,113.84,-407.74,230.11,-6.94,-18.67,3.30,4.87,11.63
10.96,4,1,0,96967.22,20.51,443.51,4,-1.02,0.08,0.65,-40.61,85.37,-390.43,226.10,-7.27,-18.55,3.30,4.87,11.55
10.98,4,1,0,96996.63,20.50,440.98,5,-1.95,0.77,-6.62,-69.51,107.20,-365.49,222.28,-7.36,-18.84,3.30,4.87,11.46
11.01,4,1,0,97066.51,20.50,434.97,6,-1.85,-0.35,6.24,-63.23,35.00,-304.88,219.24,-7.92,-19.01,3.30,4.87,11.54
11.03,4,1,0,97070.73,20.51,434.60,7,-0.15,5.33,-4.41,16.10,-114.63,-272.62,216.99,-9.90,-18.40,3.30,4.87,11.49
11.05,4,1,0,97088.95,20.50,433.03,8,-2.01,3.99,-6.82,-209.57,-10.85,-251.71,214.59,-10.80,-20.00,3.30,4.87,11.31
11.07,4,1,0,97158.00,20.49,427.10,9,-1.84,2.28,-2.77,-188.84,18.41,-220.06,212.42,-11.34,-21.40,3.30,4.87,11.39
11.09,4,1,0,97201.99,20.49,423.31,10,0.20,2.80,2.80,-127.99,3.41,-161.22,210.85,-11.91,-22.26,3.30,4.86,11.54
11.11,4,1,0,97296.84,20.50,415.17,11,-0.97,1.85,-0.21,-183.84,-30.00,-100.18,210.01,-12.54,-23.84,3.30,4.87,11.63
11.13,4,1,0,97340.09,20.48,411.45,12,2.77,7.63,3.40,-153.48,-40.12,18.78,210.34,-12.86,-25.34,3.30,4.87,11.49
11.15,4,1,0,97552.33,20.48,393.25,13,5.56,16.00,-10.09,-429.70,11.16,131.46,211.46,-12.22,-29.81,3.30,4.87,11.62
11.17,4,1,0,97555.01,20.47,393.02,14,1.99,16.00,-16.00,-535.00,117.20,104.82,211.71,-10.73,-35.16,3.30,4.87,11.44
11.20,4,1,0,97509.36,20.46,402.04,15,1.10,4.67,-6.56,-579.63,172.56,132.20,211.69,-8.63,-40.95,3.30,4.87,11.25
11.22,4,1,0,97402.41,20.45,406.10,16,3.17,7.08,-13.98,-677.13,287.80,146.40,210.74,-5.63,-47.65,3.30,4.87,11.34
11.24,4,1,0,97304.06,20.45,414.55,0,1.13,0.44,-13.60,-649.70,301.77,182.80,209.56,-2.34,-54.17,3.30,4.87,11.18
11.27,4,1,0,97255.84,20.44,418.69,0,2.12,1.78,-15.31,-633.72,360.30,251.83,207.89,1.69,-60.60,3.30,4.86,11.34
11.29,4,1,0,97267.84,20.45,417.66,0,3.34,4.15,-14.31,-624.27,466.40,203.72,204.60,5.54,-67.15,3.30,4.87,11.41
11.31,4,1,0,97324.77,20.45,412.77,1,8.03,5.15,-16.00,-672.13,621.59,190.73,199.31,9.32,-74.64,3.30,4.86,11.60
11.33,4,1,0,97342.14,20.45,411.28,2,0.17,-0.72,-16.00,-645.67,740.98,118.11,192.17,11.94,-82.52,3.30,4.87,11.62
11.35,4,1,0,97291.13,20.45,415.66,0,-4.94,-4.99,-11.72,-597.32,828.23,127.99,183.77,13.75,-90.46,3.30,4.87,11.63
11.37,4,1,0,97238.63,20.45,420.17,0,-16.00,-13.65,-6.97,-420.79,722.13,87.93,176.28,14.29,-96.54,3.30,4.87,11.65
11.39,4,1,0,97271.37,20.44,417.35,0,-16.00,-15.28,-0.85,-219.21,502.07,-136.83,171.38,12.32,-99.85,3.30,4.87,11.59
11.41,4,1,0,97306.76,20.45,414.31,1,-9.24,-4.01,0.82,-206.40,308.84,-272.68,168.83,9.14,-102.37,3.30,4.85,11.33
11.43,4,1,0,97336.06,20.44,411.80,2,-3.78,-2.63,-0.89,-84.51,11.52,-413.11,169.63,5.19,-103.13,3.30,4.86,11.55
11.45,4,1,0,97353.34,20.43,410.32,3,-2.55,-8.00,2.15,-98.11,-2.99,-463.41,170.76,0.72,-103.99,3.30,4.87,11.62
11.48,4,1,0,97392.16,20.44,406.98,4,-3.19,-7.65,-1.41,45.12,-52.38,-488.54,172.43,-3.79,-103.56,3.30,4.87,11.60
11.50,4,1,0,97405.94,20.43,405.80,5,-2.06,-6.99,-1.21,79.82,-39.45,-335.37,173.58,-6.86,-102.85,3.30,4.87,11.59
11.52,4,1,0,97408.52,20.44,405.58,6,-3.43,-5.68,2.14,92.20,-31.89,-201.46,174.33,-8.70,-101.99,3.30,4.87,11.46
11.54,4,1,0,97429.33,20.43,403.79,7,0.03,-1.76,0.39,61.16,5.18,-90.61,174.46,-9.58,-101.32,3.30,4.87,11.42
11.56,4,1,0,97443.08,20.43,402.62,8,0.37,-3.19,-0.15,124.09,-4.70,54.45,174.39,-9.01,-100.00,3.30,4.87,11.50
11.58,4,1,0,97441.42,20.43,402.76,9,-0.72,-3.28,-0.60,182.87,-41.71,106.89,174.63,-7.78,-98.20,3.30,4.87,11.36
11.60,4,1,0,97440.48,20.43,402.84,10,-1.70,-2.88,-0.78,224.27,-68.23,136.71,175.15,-6.23,-96.04,3.30,4.87,11.50
11.62,4,1,0,97443.08,20.43,402.62,11,-2.15,-2.14,-0.56,256.59,-93.41,123.90,175.99,-4.81,-93.57,3.30,4.87,11.60
11.65,4,1,0,97452.62,20.43,401.80,12,-1.22,-1.86,-0.96,262.62,-110.49,118.23,177.05,-3.49,-91.08,3.30,4.87,11.55
11.67,4,1,0,97461.19,20.43,401.06,13,-1.57,-1.59,-1.07,275.24,-139.39,123.23,178.46,-2.16,-88.46,3.30,4.87,11.59
11.69,4,1,0,97453.42,20.43,401.73,14,-2.09,-1.38,-0.96,293.35,-177.26,127.56,180.30,-0.88,-85.62,3.30,4.87,11.47
11.71,4,1,0,97433.66,20.42,403.42,0,-1.90,0.78,-0.95,298.17,-218.48,143.29,182.62,0.40,-82.69,3.30,4.86,11.47
11.73,4,1,0,97419.78,20.43,404.61,0,-1.66,1.52,-0.85,275.98,-257.99,145.91,185.39,1.51,-79.90,3.30,4.86,11.38
11.76,4,1,0,97414.61,20.43,405.06,0,-0.41,3.50,-0.55,239.51,-283.66,113.29,188.40,2.07,-77.41,3.30,4.87,11.33
11.78,4,1,0,97402.61,20.42,406.09,0,0.18,4.17,-0.19,184.09,-282.38,58.17,191.29,1.97,-75.45,3.30,4.87,11.41
11.80,4,1,0,97418.13,20.42,404.76,0,1.22,4.78,-0.09,132.99,-274.45,11.77,193.97,1.35,-74.03,3.30,4.87,11.46
11.82,4,1,0,97413.80,20.43,405.13,0,1.90,5.61,0.18,72.62,-258.48,-2.99,196.44,0.57,-73.24,3.30,4.86,11.50
11.84,4,1,0,97417.20,20.43,403.28,1,2.45,5.29,0.40,6.40,-232.20,7.80,198.69,-0.05,-73.14,3.30,4.87,11.57
11.86,4,1,0,97460.38,20.43,401.13,2,2.80,4.47,0.43,-47.13,-206.65,31.04,200.76,-0.38,-73.60,3.30,4.87,11.62
11.88,4,1,0,97447.44,20.43,402.24,3,2.72,3.56,0.64,-93.17,-174.88,45.79,202.57,-0.46,-74.52,3.30,4.87,11.55
11.90,4,1,0,97458.59,20.43,401.29,4,2.66,3.02,0.78,-124.76,-147.50,44.51,204.11,-0.45,-75.76,3.30,4.87,11.59
11.93,4,1,0,97466.36,20.43,399.95,5,2.64,2.70,0.76,-160.49,-113.72,26.65,205.28,-0.50,-77.35,3.30,4.86,11.54
11.95,4,1,0,97494.02,20.43,398.25,6,2.52,1.74,0.42,-181.16,-82.44,-5.12,206.08,-0.78,-79.16,3.30,4.87,11.47
11.97,4,1,0,97492.24,20.43,398.40,7,2.39,0.88,0.25,-193.29,-53.05,-52.07,206.51,-1.45,-81.09,3.30,4.87,11.47
11.99,4,1,0,97495.77,20.42,398.10,8,2.32,0.40,0.20,-194.94,-36.16,-109.02,206.72,-2.66,-83.04,3.30,4.87,11.34
12.01,4,1,0,97506.13,20.42,397.21,9,2.21,0.11,0.29,-193.17,-28.17,-170.61,206.82,-4.47,-84.96,3.30,4.87,11.44
12.03,4,1,0,97509.55,20.43,396.92,10,1.98,-0.12,0.25,-190.18,-17.62,-233.66,206.83,-6.90,-86.86,3.30,4.87,11.44
12.05,4,1,0,97511.30,20.42,396.54,11,2.11,-0.40,0.36,-183.72,-19.51,-294.76,206.91,-9.94,-88.69,3.29,4.87,11.31
12.07,4,1,0,97521.55,20.44,395.89,12,1.95,-0.66,0.49,-171.77,-13.29,-355.24,207.02,-13.58,-90.41,3.29,4.87,11.44
12.09,4,1,0,97526.83,20.42,395.43,13,1.87,-0.77,0.38,-157.01,-10.73,-404.21,207.22,-17.70,-92.02,3.30,4.87,11.46
12.11,4,1,0,97526.83,20.42,395.43,14,2.05,-0.90,0.41,-142.07,-15.79,-449.94,207.61,-22.28,-93.55,3.30,4.87,11.46
12.14,4,1,0,97541.52,20.42,394.18,15,1.88,-0.70,0.53,-127.50,-19.09,-497.74,208.22,-27.31,-95.05,3.31,4.87,11.60
12.16,4,1,0,97549.18,20.43,393.52,16,1.72,-0.56,0.52,-113.48,-23.29,-543.54,209.11,-32.77,-96.60,3.30,4.87,11.47
12.18,4,1,0,97553.55,20.43,393.14,17,1.62,-0.36,0.62,-100.06,-27.38,-590.00,210.36,-38.65,-98.30,3.30,4.87,11.54
12.21,4,1,0,97558.81,20.41,392.69,18,1.41,0.33,0.58,-92.32,-34.21,-640.55,212.19,-44.98,-100.43,3.30,4.86,11.41
12.23,4,1,0,97563.05,20.42,392.33,19,1.30,0.42,0.62,-84.21,-39.88,-667.80,214.80,-51.50,-103.20,3.30,4.86,11.28
12.25,4,1,0,97556.23,20.41,392.92,20,1.10,0.76,0.49,-82.50,-46.04,-673.96,218.60,-57.96,-107.13,3.30,4.87,11.39
12.27,4,1,0,97561.41,20.41,392.47,21,1.02,0.96,0.47,-81.71,-54.51,-667.80,224.38,-64.12,-113.01,3.31,4.87,11.44
12.29,4,1,0,97557.88,20.42,392.77,22,0.89,1.16,0.52,-82.13,-63.54,-651.46,233.53,-69.68,-122.26,3.30,4.87,11.39
12.31,4,1,0,97568.23,20.42,391.89,23,0.72,1.20,0.51,-80.91,-73.90,-632.74,248.50,-74.16,-137.32,3.30,4.87,11.44
12.33,4,1,0,97567.30,20.43,391.97,24,0.42,1.10,0.49,-77.13,-86.83,-616.34,271.54,-76.71,-160.43,3.30,4.87,11.49
12.35,4,1,0,97565.64,20.42,392.11,25,0.10,1.20,0.54,-71.04,-101.77,-604.09,298.26,-76.37,172.85,3.30,4.86,11.60
12.38,4,1,0,97552.70,20.42,393.22,0,0.12,1.27,0.53,-63.48,-118.23,-594.27,318.97,-73.42,152.18,3.30,4.87,11.52
12.40,4,1,0,97564.70,20.43,392.19,1,0.19,1.18,0.54,-51.04,-130.61,-591.40,332.06,-68.97,139.25,3.30,4.87,11.42
12.42,4,1,0,97563.90,20.43,392.26,2,0.23,1.09,0.55,-36.52,-138.84,-585.49,340.17,-63.84,131.42,3.30,4.87,11.44
12.44,4,1,0,97553.55,20.43,392.48,3,0.39,1.24,0.61,-18.35,-146.10,-581.46,345.50,-58.38,126.53,3.30,4.86,11.33
12.46,4,1,0,97563.05,20.42,392.33,4,0.61,1.08,0.60,-0.30,-146.28,-584.94,349.40,-52.74,123.27,3.30,4.87,11.42
12.48,4,1,0,97563.05,20.42,393.22,0,0.71,1.12,0.69,20.00,-138.48,-595.37,352.57,-46.96,121.01,3.30,4.87,11.46
12.50,4,1,0,97556.13,20.43,392.92,0,0.71,1.34,0.79,35.00,-127.13,-606.34,355.34,-41.07,119.38,3.30,4.87,11.47
12.52,4,1,0,97559.53,20.43,391.75,1,0.58,1.47,0.86,48.05,-115.00,-613.54,357.87,-35.14,118.26,3.30,4.88,11.59
12.55,4,1,0,97569.08,20.43,391.81,2,0.48,1.62,0.94,57.62,-97.87,-612.44,0.27,-29.26,117.50,3.30,4.87,11.60
12.57,4,1,0,97573.41,20.42,391.44,3,0.28,1.72,1.00,61.77,-84.82,-611.83,2.59,-23.42,117.04,3.29,4.87,11.57
12.59,4,1,0,97582.91,20.42,390.63,4,0.18,1.90,0.99,59.15,-71.71,-612.80,4.89,-17.62,116.77,3.30,4.87,11.57
12.61,4,1,0,97594.11,20.42,390.56,5,0.00,1.89,0.90,52.87,-57.99,-611.40,7.22,-11.89,116.65,3.30,4.87,11.60
12.63,4,1,0,97588.09,20.42,390.18,6,-0.35,1.73,0.87,46.04,-48.96,-611.16,9.56,-6.18,116.68,3.30,4.87,11.46
12.65,4,1,0,97582.11,20.41,390.03,7,-0.57,1.79,0.87,38.05,-44.82,-613.23,11.93,-0.48,116.87,3.30,4.87,11.57
12.67,4,1,0,97603.63,20.42,388.85,8,-0.75,1.67,0.79,28.78,-44.33,-613.66,14.33,5.21,117.20,3.30,4.87,11.60
12.70,4,1,0,97603.63,20.42,388.85,9,-1.01,1.44,0.74,20.43,-48.11,-607.13,16.72,10.86,117.69,3.29,4.87,11.31
12.72,4,1,0,97606.30,20.40,388.63,10,-1.20,1.15,0.69,17.56,-55.73,-599.15,19.10,16.45,118.38,3.30,4.87,11.33
12.74,4,1,0,97614.81,20.42,387.90,11,-1.32,0.83,0.65,19.76,-65.43,-587.13,21.48,21.96,119.33,3.30,4.85,11.26
12.76,4,1,0,97616.66,20.40,387.74,12,-1.35,0.64,0.63,25.49,-74.15,-572.80,23.91,27.34,120.56,3.29,4.87,11.23
12.78,4,1,0,97621.83,20.40,387.30,13,-1.16,0.35,0.56,35.18,-81.16,-558.60,26.44,32.59,122.15,3.30,4.87,11.25
12.81,4,1,0,97639.04,20.41,385.82,14,-1.11,0.20,0.52,46.59,-84.51,-542.99,29.19,37.65,124.18,3.30,4.87,11.42
12.83,4,1,0,97633.02,20.41,386.34,15,-0.97,0.07,0.52,59.82,-86.65,-524.94,32.23,42.48,126.71,3.30,4.87,11.44
12.85,4,1,0,97633.87,20.41,386.26,16,-0.76,-0.02,0.44,73.72,-82.13,-509.33,35.74,47.05,129.91,3.30,4.87,11.46
12.87,4,1,0,97644.22,20.41,385.38,17,-0.67,-0.06,0.47,86.77,-75.55,-496.65,39.94,51.30,133.94,3.30,4.86,11.46
12.89,4,1,0,97642.53,20.40,385.52,18,-0.56,-0.04,0.44,98.90,-66.59,-486.89,45.05,55.19,139.01,3.30,4.87,11.44
12.91,4,1,0,97642.53,20.40,385.52,19,-0.44,0.02,0.43,106.89,-55.18,-481.52,51.36,58.63,145.36,3.30,4.87,11.49
12.93,4,1,0,97651.23,20.39,384.78,20,-0.34,0.10,0.40,113.29,-41.71,-480.18,59.16,61.49,153.24,3.30,4.87,11.47
12.95,4,1,0,97660.65,20.40,383.97,21,-0.25,0.30,0.48,114.63,-27.93,-479.63,68.52,63.59,162.68,3.29,4.85,11.46
12.97,4,1,0,97658.06,20.40,384.19,22,-0.18,0.38,0.51,112.56,-12.56,-479.57,79.17,64.75,173.38,3.30,4.87,11.62
12.99,4,0,1,97662.42,20.40,383.82,23,-0.26,0.54,0.56,105.73,1.71,-480.18,90.40,64.85,-175.41,3.30,4.87,12.15
13.02,4,0,1,97666.76,20.39,383.45,24,-0.37,0.66,0.57,96.71,12.50,-479.94,101.24,63.94,-164.67,3.30,4.87,11.73
13.04,4,0,1,97668.50,20.39,383.30,25,-0.44,0.68,0.59,84.45,21.65,-481.16,111.01,62.12,-155.13,3.30,4.87,11.86
13.06,4,0,1,97677.11,20.39,382.56,26,-0.67,0.81,0.68,71.04,25.91,-481.28,119.39,59.61,-147.10,3.30,4.86,11.96
13.08,4,0,1,97674.52,20.39,382.78,27,-0.80,0.79,0.69,57.26,25.37,-479.57,126.43,56.63,-140.56,3.29,4.87,11.84
13.10,4,0,1,97681.44,20.39,382.19,28,-0.95,0.81,0.71,43.90,21.65,-474.51,132.31,53.34,-135.30,3.30,4.87,11.91
13.12,4,0,1,97683.22,20.38,381.82,29,-1.05,0.80,0.70,32.56,13.41,-464.51,137.27,49.91,-131.08,3.30,4.87,11.84
13.14,4,0,1,97686.71,20.37,381.74,30,-1.18,0.79,0.72,22.07,2.20,-447.07,141.51,46.50,-127.70,3.30,4.87,11.81
13.16,4,0,1,97680.63,20.38,382.04,31,-1.24,0.69,0.69,16.89,-9.27,-426.59,145.18,43.17,-124.93,3.30,4.87,12.13
13.19,4,0,1,97690.98,20.38,381.37,32,-1.22,0.57,0.69,13.66,-24.02,-403.23,148.46,40.00,-122.62,3.30,4.87,12.13
13.21,4,0,1,97692.64,20.39,381.23,33,-1.29,0.52,0.71,12.62,-42.32,-373.54,151.44,37.10,-120.62,3.30,4.87,11.96
13.23,4,0,1,97701.34,20.38,380.49,34,-1.32,0.45,0.65,15.98,-55.06,-350.91,154.18,34.38,-118.85,3.30,4.87,11.91
13.26,4,0,1,97700.48,20.38,380.56,35,-1.42,0.40,0.67,20.79,-70.06,-330.24,156.79,31.85,-117.21,3.30,4.85,11.92
13.28,4,0,1,97706.51,20.38,380.05,36,-1.44,0.35,0.62,28.84,-83.96,-309.51,159.27,29.50,-115.64,3.30,4.86,11.49
13.30,4,0,1,97709.91,20.39,379.75,37,-1.43,0.38,0.62,37.07,-96.77,-289.57,161.67,27.34,-114.11,3.30,4.87,11.78
13.32,4,0,1,97710.84,20.38,379.67,38,-1.36,0.40,0.57,44.82,-107.13,-269.33,163.97,25.35,-112.63,3.29,4.87,11.84
13.34,4,0,1,97716.02,20.38,379.23,39,-1.28,0.45,0.49,53.84,-117.68,-250.67,166.20,23.52,-111.16,3.30,4.87,11.78
13.36,4,0,1,97717.67,20.39,379.09,40,-1.14,0.59,0.47,60.49,-126.71,-232.74,168.37,21.83,-109.71,3.30,4.87,11.79
13.38,4,0,1,97722.04,20.38,378.72,41,-1.05,0.67,0.42,66.71,-133.41,-217.87,170.49,20.26,-108.27,3.30,4.88,11.92
13.40,4,0,1,97716.86,20.38,379.16,42,-1.02,0.80,0.40,70.37,-139.09,-207.50,172.56,18.75,-106.87,3.30,4.87,11.83
13.42,4,0,1,97724.63,20.38,378.49,43,-1.01,0.87,0.36,73.35,-144.21,-199.57,174.61,17.28,-105.50,3.30,4.87,11.99
13.44,4,0,1,97724.63,20.38,378.49,44,-0.97,1.00,0.35,76.59,-149.88,-196.34,176.65,15.81,-104.15,3.30,4.87,11.97
13.47,4,0,1,97732.39,20.38,377.83,45,-0.90,1.30,0.43,76.77,-155.00,-198.90,178.69,14.27,-102.85,3.30,4.87,11.96
13.49,4,0,1,97724.63,20.38,378.49,46,-0.74,1.41,0.33,75.24,-157.20,-206.83,180.72,12.62,-101.62,3.30,4.87,11.92
13.51,4,0,1,97725.53,20.37,378.42,47,-0.62,1.51,0.32,71.83,-158.66,-218.66,182.74,10.80,-100.49,3.30,4.87,11.88
13.53,4,0,1,97731.55,20.38,377.90,48,-0.51,1.60,0.34,68.90,-157.99,-232.93,184.73,8.80,-99.46,3.30,4.87,11.76
13.55,4,0,1,97735.88,20.37,377.53,49,-0.57,1.59,0.36,68.23,-157.87,-248.78,186.70,6.61,-98.52,3.30,4.87,11.86
13.57,4,0,1,97742.74,20.38,376.94,50,-0.68,1.69,0.46,67.07,-157.62,-263.96,188.64,4.24,-97.65,3.30,4.87,11.75
13.59,4,0,1,97736.72,20.38,377.46,51,-0.68,1.64,0.37,65.30,-158.17,-280.12,190.57,1.69,-96.90,3.29,4.87,11.88
13.61,4,0,1,97746.23,20.37,376.65,52,-0.58,1.46,0.35,66.16,-156.16,-294.63,192.46,-1.05,-96.22,3.30,4.87,11.89
13.63,4,0,1,97752.34,20.36,376.12,53,-0.62,1.41,0.44,68.96,-156.34,-308.96,194.34,-3.94,-95.60,3.30,4.87,11.89
13.65,4,0,1,97763.53,20.37,375.17,54,-0.54,1.58,0.50,73.72,-155.85,-323.96,196.20,-7.01,-95.03,3.30,4.87,11.89
13.68,4,0,1,97771.30,20.37,374.50,55,-0.41,1.56,0.44,76.52,-150.67,-338.66,198.00,-10.26,-94.53,3.29,4.88,11.83
13.70,4,0,1,97761.75,20.37,375.10,56,-0.51,1.39,0.57,82.62,-143.11,-358.90,199.73,-13.73,-94.05,3.30,4.87,11.81
13.72,4,0,1,97775.63,20.36,374.13,57,-0.40,1.42,0.53,86.95,-138.23,-373.72,201.42,-17.36,-93.62,3.30,4.87,11.76
13.75,4,0,1,97773.97,20.35,373.83,58,-0.31,1.43,0.46,90.43,-128.29,-387.80,203.02,-21.16,-93.23,3.30,4.86,11.70
13.77,4,0,1,97784.33,20.35,373.39,59,-0.32,1.31,0.46,94.39,-117.01,-402.13,204.52,-25.13,-92.86,3.30,4.87,11.75
13.79,4,0,1,97786.91,20.35,373.17,60,-0.35,1.11,0.52,97.56,-104.63,-417.62,205.91,-29.26,-92.50,3.30,4.87,11.79
13.81,4,0,1,97784.33,20.35,373.39,61,-0.41,1.32,0.64,102.07,-94.27,-434.51,207.21,-33.57,-92.14,3.30,4.87,11.86
13.83,4,0,1,97798.16,20.34,372.20,62,-0.30,1.25,0.59,100.85,-81.28,-452.93,208.39,-38.09,-91.81,3.30,4.87,11.92
13.85,4,0,1,97804.19,20.35,371.69,63,-0.34,1.21,0.57,101.59,-65.00,-468.17,209.40,-42.77,-91.44,3.30,4.87,11.91
13.87,4,0,1,97811.02,20.36,371.10,64,-0.56,1.27,0.70,95.91,-53.84,-483.60,210.30,-47.61,-91.10,3.30,4.86,11.91
13.89,4,0,1,97805.92,20.34,371.54,65,-0.55,1.19,0.67,89.88,-42.99,-496.34,211.07,-52.58,-90.78,3.30,4.87,11.91
13.91,4,0,1,97803.34,20.34,371.76,66,-0.74,1.15,0.72,83.35,-32.87,-506.10,211.71,-57.65,-90.45,3.30,4.87,11.94
13.94,4,0,1,97822.30,20.35,370.14,67,-0.89,0.98,0.79,74.02,-28.17,-511.65,212.29,-62.78,-90.21,3.30,4.87,11.96
13.96,4,0,1,97821.45,20.34,370.21,68,-0.93,0.91,0.79,66.59,-25.49,-509.88,212.88,-67.89,-90.06,3.30,4.87,11.92
13.98,4,0,1,97817.20,20.33,370.58,69,-0.87,0.71,0.77,59.27,-24.76,-503.78,213.57,-72.94,-90.11,3.30,4.87,11.92
14.00,4,0,1,97826.63,20.34,369.77,70,-0.88,0.65,0.80,54.15,-24.21,-495.49,214.53,-77.91,-90.49,3.30,4.87,11.91
